filename,objects_name,xmin,xmax,ymin,ymax,img_width,img_height,img_depth,objects_label
003023.jpg,person,29,254,76,500,381,500,3,4
003023.jpg,person,2,117,245,453,381,500,3,4
003024.jpg,sofa,5,150,72,163,500,208,3,17
003024.jpg,pottedplant,128,201,1,117,500,208,3,15
003024.jpg,pottedplant,212,256,32,102,500,208,3,15
003024.jpg,tvmonitor,267,291,76,114,500,208,3,11
003024.jpg,tvmonitor,268,279,63,81,500,208,3,11
003024.jpg,chair,319,351,83,131,500,208,3,1
003024.jpg,pottedplant,223,256,31,64,500,208,3,15
003024.jpg,bicycle,453,500,96,177,500,208,3,5
003024.jpg,person,291,326,74,119,500,208,3,4
003027.jpg,car,131,345,93,206,480,318,3,2
003027.jpg,horse,138,397,93,289,480,318,3,3
003027.jpg,person,182,251,57,196,480,318,3,4
003028.jpg,aeroplane,1,499,42,293,500,334,3,9
003031.jpg,cat,6,493,89,315,500,375,3,6
003031.jpg,person,310,500,5,167,500,375,3,4
003032.jpg,aeroplane,34,471,90,232,500,375,3,9
003032.jpg,car,132,176,253,306,500,375,3,2
003032.jpg,car,1,143,240,331,500,375,3,2
003034.jpg,diningtable,1,295,280,375,500,375,3,10
003034.jpg,sofa,27,81,179,224,500,375,3,17
003034.jpg,pottedplant,355,391,141,172,500,375,3,15
003034.jpg,chair,301,466,174,375,500,375,3,1
003034.jpg,chair,231,255,181,206,500,375,3,1
003034.jpg,person,305,429,201,331,500,375,3,4
003034.jpg,person,40,259,97,307,500,375,3,4
003038.jpg,train,114,250,107,283,500,335,3,8
003039.jpg,person,158,259,64,343,500,375,3,4
003039.jpg,person,247,341,75,355,500,375,3,4
003042.jpg,chair,29,100,115,180,500,375,3,1
003042.jpg,chair,178,248,132,193,500,375,3,1
003042.jpg,diningtable,2,121,94,147,500,375,3,10
003042.jpg,diningtable,169,321,101,174,500,375,3,10
003042.jpg,diningtable,100,407,187,366,500,375,3,10
003042.jpg,diningtable,323,500,120,195,500,375,3,10
003042.jpg,person,89,220,85,294,500,375,3,4
003042.jpg,person,321,496,75,372,500,375,3,4
003042.jpg,chair,36,129,182,343,500,375,3,1
003042.jpg,person,132,167,12,84,500,375,3,4
003044.jpg,person,80,103,426,500,375,500,3,4
003044.jpg,person,96,117,427,497,375,500,3,4
003044.jpg,pottedplant,4,47,438,475,375,500,3,15
003044.jpg,pottedplant,97,143,416,478,375,500,3,15
003044.jpg,pottedplant,259,298,415,464,375,500,3,15
003045.jpg,cat,153,500,54,248,500,375,3,6
003047.jpg,bicycle,383,434,80,189,500,377,3,5
003047.jpg,bicycle,277,366,87,173,500,377,3,5
003047.jpg,bicycle,190,262,80,161,500,377,3,5
003051.jpg,car,30,283,82,207,500,333,3,2
003053.jpg,train,282,450,178,236,500,333,3,8
003053.jpg,train,53,126,187,243,500,333,3,8
003053.jpg,car,458,491,210,237,500,333,3,2
003054.jpg,sofa,22,334,163,333,500,375,3,17
003054.jpg,car,398,459,142,185,500,375,3,2
003056.jpg,diningtable,274,368,255,333,500,375,3,10
003056.jpg,chair,259,286,244,330,500,375,3,1
003056.jpg,chair,278,308,248,330,500,375,3,1
003056.jpg,chair,352,366,252,262,500,375,3,1
003056.jpg,bottle,331,356,239,253,500,375,3,13
003056.jpg,bottle,329,355,262,281,500,375,3,13
003056.jpg,bottle,328,356,285,305,500,375,3,13
003056.jpg,bottle,324,354,308,328,500,375,3,13
003056.jpg,bottle,358,390,285,338,500,375,3,13
003056.jpg,bottle,359,394,337,375,500,375,3,13
003056.jpg,bottle,325,351,345,375,500,375,3,13
003056.jpg,sofa,63,140,245,329,500,375,3,17
003056.jpg,chair,46,97,232,266,500,375,3,1
003057.jpg,motorbike,103,298,108,426,375,500,3,14
003057.jpg,person,103,310,102,391,375,500,3,4
003057.jpg,car,3,144,121,224,375,500,3,2
003058.jpg,person,2,395,2,500,396,500,3,4
003061.jpg,chair,286,446,11,220,500,333,3,1
003061.jpg,chair,93,259,25,158,500,333,3,1
003061.jpg,chair,472,500,87,220,500,333,3,1
003063.jpg,person,54,291,9,485,375,500,3,4
003063.jpg,sofa,3,372,43,386,375,500,3,17
003064.jpg,person,79,215,103,500,375,500,3,4
003065.jpg,boat,68,371,233,280,500,333,3,16
003065.jpg,boat,223,273,188,197,500,333,3,16
003065.jpg,person,252,302,206,248,500,333,3,4
003065.jpg,person,195,234,213,250,500,333,3,4
003065.jpg,person,251,259,183,192,500,333,3,4
003065.jpg,person,239,245,184,192,500,333,3,4
003066.jpg,bird,139,255,170,270,500,426,3,12
003072.jpg,bird,207,348,57,312,500,333,3,12
003074.jpg,bird,298,353,167,196,500,333,3,12
003074.jpg,bird,206,260,192,222,500,333,3,12
003074.jpg,bird,146,196,219,248,500,333,3,12
003074.jpg,bird,54,112,257,285,500,333,3,12
003077.jpg,sofa,81,239,163,269,500,332,3,17
003077.jpg,chair,323,441,151,252,500,332,3,1
003077.jpg,chair,250,344,155,254,500,332,3,1
003077.jpg,person,73,156,139,289,500,332,3,4
003077.jpg,person,153,237,142,285,500,332,3,4
003077.jpg,person,244,321,127,266,500,332,3,4
003077.jpg,person,352,435,134,262,500,332,3,4
003078.jpg,chair,15,75,181,261,500,500,3,1
003078.jpg,chair,74,110,174,249,500,500,3,1
003078.jpg,chair,303,387,202,317,500,500,3,1
003078.jpg,chair,468,500,188,307,500,500,3,1
003078.jpg,chair,400,465,188,296,500,500,3,1
003078.jpg,chair,341,399,179,285,500,500,3,1
003078.jpg,person,379,468,137,296,500,500,3,4
003078.jpg,person,341,397,146,281,500,500,3,4
003078.jpg,person,89,323,19,494,500,500,3,4
003078.jpg,person,196,338,15,481,500,500,3,4
003082.jpg,bird,197,284,186,284,500,407,3,12
003082.jpg,bird,143,304,233,368,500,407,3,12
003083.jpg,car,344,375,455,480,375,500,3,2
003083.jpg,bus,270,375,426,480,375,500,3,20
003085.jpg,cat,174,327,81,266,500,376,3,6
003086.jpg,person,321,403,157,358,500,375,3,4
003088.jpg,bottle,107,154,269,366,500,375,3,13
003088.jpg,person,69,330,65,375,500,375,3,4
003088.jpg,person,209,286,91,211,500,375,3,4
003089.jpg,motorbike,94,205,142,277,500,333,3,14
003089.jpg,motorbike,192,452,74,333,500,333,3,14
003089.jpg,person,148,290,31,319,500,333,3,4
003090.jpg,train,79,301,116,206,500,345,3,8
003092.jpg,car,154,440,46,247,500,334,3,2
003093.jpg,pottedplant,160,180,233,315,500,375,3,15
003093.jpg,pottedplant,139,167,218,320,500,375,3,15
003093.jpg,pottedplant,370,397,223,316,500,375,3,15
003094.jpg,car,19,500,30,259,500,333,3,2
003098.jpg,boat,4,429,86,352,500,352,3,16
003098.jpg,boat,270,351,296,341,500,352,3,16
003098.jpg,boat,330,500,230,352,500,352,3,16
003100.jpg,person,136,180,193,297,400,375,3,4
003100.jpg,dog,49,175,263,330,400,375,3,7
003100.jpg,dog,220,294,264,319,400,375,3,7
003100.jpg,dog,214,269,243,286,400,375,3,7
003100.jpg,dog,153,228,278,322,400,375,3,7
003102.jpg,person,60,262,32,362,333,500,3,4
003102.jpg,bicycle,60,243,200,461,333,500,3,5
003103.jpg,car,33,328,64,186,361,226,3,2
003105.jpg,cow,42,351,56,271,500,333,3,19
003105.jpg,cow,248,458,113,289,500,333,3,19
003106.jpg,cat,208,404,238,324,500,375,3,6
003106.jpg,person,185,401,15,374,500,375,3,4
003107.jpg,person,1,274,131,500,332,500,3,4
003108.jpg,sofa,214,500,43,333,500,375,3,17
003108.jpg,bottle,364,388,273,354,500,375,3,13
003110.jpg,dog,213,275,127,266,500,358,3,7
003110.jpg,dog,121,188,107,234,500,358,3,7
003112.jpg,bird,164,306,87,332,500,449,3,12
003116.jpg,bird,100,487,67,400,500,400,3,12
003117.jpg,car,152,439,52,310,500,333,3,2
003118.jpg,bird,207,286,21,108,500,333,3,12
003118.jpg,bird,361,461,153,220,500,333,3,12
003118.jpg,bird,298,373,174,248,500,333,3,12
003118.jpg,person,125,391,73,333,500,333,3,4
003118.jpg,person,362,472,206,333,500,333,3,4
003120.jpg,tvmonitor,223,281,162,209,500,375,3,11
003120.jpg,diningtable,374,500,280,375,500,375,3,10
003120.jpg,chair,401,434,268,307,500,375,3,1
003120.jpg,chair,169,251,241,335,500,375,3,1
003120.jpg,sofa,13,159,214,327,500,375,3,17
003121.jpg,horse,2,282,16,333,500,333,3,3
003121.jpg,person,210,482,50,333,500,333,3,4
003121.jpg,person,468,500,170,333,500,333,3,4
003121.jpg,person,438,489,146,241,500,333,3,4
003122.jpg,bottle,5,116,265,340,500,375,3,13
003122.jpg,bottle,412,437,254,318,500,375,3,13
003122.jpg,person,33,192,78,375,500,375,3,4
003122.jpg,person,176,352,85,375,500,375,3,4
003122.jpg,person,309,500,68,375,500,375,3,4
003124.jpg,motorbike,54,475,29,325,500,375,3,14
003124.jpg,person,402,500,1,158,500,375,3,4
003124.jpg,person,308,395,2,125,500,375,3,4
003124.jpg,person,1,47,1,119,500,375,3,4
003124.jpg,person,43,87,1,92,500,375,3,4
003124.jpg,motorbike,103,298,5,122,500,375,3,14
003124.jpg,person,190,277,1,121,500,375,3,4
003126.jpg,bird,132,280,156,248,500,375,3,12
003127.jpg,cat,3,499,2,350,500,375,3,6
003129.jpg,chair,313,500,288,375,500,375,3,1
003129.jpg,chair,281,373,228,268,500,375,3,1
003129.jpg,chair,263,321,212,253,500,375,3,1
003129.jpg,person,1,328,63,374,500,375,3,4
003129.jpg,person,362,500,177,291,500,375,3,4
003129.jpg,person,441,500,122,247,500,375,3,4
003129.jpg,person,354,411,163,256,500,375,3,4
003129.jpg,person,318,363,169,220,500,375,3,4
003129.jpg,person,253,324,163,234,500,375,3,4
003129.jpg,person,1,19,144,245,500,375,3,4
003129.jpg,person,95,114,169,214,500,375,3,4
003129.jpg,person,72,88,168,219,500,375,3,4
003129.jpg,person,53,71,170,219,500,375,3,4
003133.jpg,aeroplane,32,435,55,213,500,333,3,9
003134.jpg,person,64,184,86,317,500,366,3,4
003134.jpg,person,160,300,72,284,500,366,3,4
003134.jpg,person,270,483,1,366,500,366,3,4
003135.jpg,train,2,497,114,276,500,375,3,8
003137.jpg,bus,1,406,45,310,500,375,3,20
003138.jpg,person,205,445,76,375,500,375,3,4
003138.jpg,person,1,144,119,374,500,375,3,4
003138.jpg,person,387,454,122,220,500,375,3,4
003140.jpg,person,277,500,26,335,500,335,3,4
003140.jpg,person,16,343,76,335,500,335,3,4
003142.jpg,bicycle,52,402,39,344,500,375,3,5
003145.jpg,person,17,351,27,375,500,375,3,4
003145.jpg,person,315,500,39,375,500,375,3,4
003146.jpg,pottedplant,43,214,153,319,500,375,3,15
003147.jpg,dog,153,366,145,257,500,332,3,7
003147.jpg,person,54,139,34,248,500,332,3,4
003149.jpg,bottle,72,153,36,288,500,375,3,13
003149.jpg,bottle,178,308,16,74,500,375,3,13
003149.jpg,bottle,144,220,23,184,500,375,3,13
003149.jpg,bottle,144,296,46,225,500,375,3,13
003149.jpg,bottle,245,387,49,148,500,375,3,13
003149.jpg,bottle,131,464,31,331,500,375,3,13
003149.jpg,bottle,140,395,224,375,500,375,3,13
003150.jpg,person,194,463,71,340,500,375,3,4
003150.jpg,person,108,257,44,188,500,375,3,4
003150.jpg,person,1,132,53,286,500,375,3,4
003150.jpg,sofa,1,303,69,273,500,375,3,17
003154.jpg,bus,162,468,102,302,500,375,3,20
003155.jpg,bird,4,313,121,419,333,500,3,12
003157.jpg,tvmonitor,137,303,57,185,375,500,3,11
003159.jpg,person,330,448,84,316,480,360,3,4
003159.jpg,person,52,191,97,294,480,360,3,4
003159.jpg,person,1,41,63,298,480,360,3,4
003159.jpg,bottle,266,287,218,286,480,360,3,13
003159.jpg,bottle,248,269,200,268,480,360,3,13
003159.jpg,bottle,188,219,294,360,480,360,3,13
003161.jpg,sheep,394,450,158,276,500,328,3,18
003161.jpg,sheep,330,381,177,284,500,328,3,18
003161.jpg,sheep,220,272,167,280,500,328,3,18
003161.jpg,sheep,174,225,162,276,500,328,3,18
003161.jpg,dog,113,157,161,224,500,328,3,7
003162.jpg,motorbike,25,483,89,355,500,366,3,14
003162.jpg,person,115,353,11,223,500,366,3,4
003163.jpg,bus,56,441,66,240,500,295,3,20
003164.jpg,train,26,500,43,311,500,375,3,8
003165.jpg,car,42,273,52,301,323,355,3,2
003169.jpg,cat,54,474,113,332,500,375,3,6
003169.jpg,sofa,2,249,64,211,500,375,3,17
003170.jpg,sheep,381,458,211,283,500,375,3,18
003170.jpg,sheep,344,383,224,281,500,375,3,18
003170.jpg,sheep,324,355,227,270,500,375,3,18
003170.jpg,sheep,70,165,202,275,500,375,3,18
003170.jpg,person,19,75,121,259,500,375,3,4
003170.jpg,person,109,179,143,222,500,375,3,4
003170.jpg,person,146,190,166,263,500,375,3,4
003170.jpg,person,176,219,167,262,500,375,3,4
003170.jpg,person,206,241,171,258,500,375,3,4
003170.jpg,person,195,268,143,220,500,375,3,4
003175.jpg,bicycle,1,292,323,500,333,500,3,5
003175.jpg,person,10,325,100,500,333,500,3,4
003176.jpg,car,139,287,160,311,375,500,3,2
003177.jpg,dog,54,375,2,435,375,500,3,7
003178.jpg,train,72,411,138,269,500,375,3,8
003181.jpg,bottle,286,328,142,271,500,375,3,13
003181.jpg,bottle,356,415,157,303,500,375,3,13
003181.jpg,person,2,270,32,333,500,375,3,4
003181.jpg,person,1,65,3,79,500,375,3,4
003183.jpg,aeroplane,220,243,176,191,500,375,3,9
003184.jpg,cat,2,500,74,375,500,375,3,6
003184.jpg,cat,147,430,78,361,500,375,3,6
003185.jpg,person,231,316,169,279,500,375,3,4
003185.jpg,person,312,419,170,287,500,375,3,4
003185.jpg,chair,337,459,322,375,500,375,3,1
003185.jpg,chair,12,93,338,375,500,375,3,1
003185.jpg,bottle,432,482,210,366,500,375,3,13
003185.jpg,bottle,390,415,213,293,500,375,3,13
003185.jpg,person,105,231,73,375,500,375,3,4
003185.jpg,person,35,118,66,375,500,375,3,4
003186.jpg,sofa,1,214,169,288,500,332,3,17
003186.jpg,chair,295,347,158,223,500,332,3,1
003186.jpg,chair,220,263,168,221,500,332,3,1
003186.jpg,pottedplant,263,302,136,166,500,332,3,15
003188.jpg,bicycle,54,320,125,375,500,375,3,5
003188.jpg,person,257,435,4,375,500,375,3,4
003189.jpg,horse,175,271,170,334,458,500,3,3
003189.jpg,person,163,289,54,284,458,500,3,4
003189.jpg,pottedplant,177,268,328,477,458,500,3,15
003189.jpg,pottedplant,143,214,285,348,458,500,3,15
003189.jpg,pottedplant,90,139,269,359,458,500,3,15
003194.jpg,dog,1,374,16,299,500,333,3,7
003195.jpg,bus,167,321,149,276,500,333,3,20
003195.jpg,car,327,474,227,269,500,333,3,2
003199.jpg,bird,124,376,38,328,500,333,3,12
003200.jpg,aeroplane,213,456,209,272,500,379,3,9
003200.jpg,aeroplane,1,228,68,288,500,379,3,9
003202.jpg,diningtable,264,360,128,209,500,375,3,10
003202.jpg,chair,334,398,119,206,500,375,3,1
003202.jpg,chair,172,295,139,275,500,375,3,1
003202.jpg,pottedplant,26,127,117,251,500,375,3,15
003202.jpg,pottedplant,423,500,242,375,500,375,3,15
003204.jpg,tvmonitor,172,278,195,299,500,375,3,11
003205.jpg,person,28,306,76,376,333,500,3,4
003205.jpg,chair,11,322,168,447,333,500,3,1
003207.jpg,bottle,124,162,6,102,500,333,3,13
003207.jpg,bottle,94,132,36,91,500,333,3,13
003207.jpg,bottle,71,108,57,166,500,333,3,13
003207.jpg,bottle,100,150,58,188,500,333,3,13
003207.jpg,bottle,13,61,71,184,500,333,3,13
003207.jpg,bottle,152,203,115,237,500,333,3,13
003207.jpg,bottle,216,261,102,222,500,333,3,13
003207.jpg,bottle,259,307,134,260,500,333,3,13
003207.jpg,bottle,308,356,126,251,500,333,3,13
003207.jpg,bottle,350,408,139,264,500,333,3,13
003210.jpg,horse,46,265,73,456,351,480,3,3
003210.jpg,person,97,223,51,266,351,480,3,4
003211.jpg,pottedplant,306,427,122,366,500,375,3,15
003211.jpg,pottedplant,334,374,173,298,500,375,3,15
003211.jpg,pottedplant,206,246,195,287,500,375,3,15
003213.jpg,person,279,497,1,138,500,334,3,4
003213.jpg,person,1,72,54,290,500,334,3,4
003213.jpg,cat,1,352,47,334,500,334,3,6
003214.jpg,car,230,496,143,220,500,375,3,2
003214.jpg,car,206,345,151,216,500,375,3,2
003214.jpg,car,167,252,161,211,500,375,3,2
003214.jpg,car,137,213,163,210,500,375,3,2
003214.jpg,car,106,184,164,210,500,375,3,2
003214.jpg,car,83,156,167,208,500,375,3,2
003214.jpg,car,68,125,180,207,500,375,3,2
003216.jpg,dog,135,380,74,285,500,333,3,7
003216.jpg,chair,1,295,1,85,500,333,3,1
003218.jpg,bicycle,235,286,161,254,500,334,3,5
003218.jpg,bicycle,439,485,162,261,500,334,3,5
003218.jpg,bicycle,281,324,159,238,500,334,3,5
003218.jpg,bicycle,324,349,144,220,500,334,3,5
003218.jpg,bicycle,172,224,176,277,500,334,3,5
003218.jpg,bicycle,83,117,127,178,500,334,3,5
003218.jpg,person,430,482,93,241,500,334,3,4
003218.jpg,person,232,280,95,224,500,334,3,4
003218.jpg,person,279,321,100,212,500,334,3,4
003218.jpg,person,83,115,91,168,500,334,3,4
003218.jpg,person,304,338,88,152,500,334,3,4
003218.jpg,person,347,378,85,198,500,334,3,4
003218.jpg,person,376,396,81,191,500,334,3,4
003218.jpg,person,455,483,74,138,500,334,3,4
003218.jpg,person,330,359,82,187,500,334,3,4
003218.jpg,person,36,80,88,245,500,334,3,4
003218.jpg,person,132,154,82,157,500,334,3,4
003218.jpg,person,11,47,80,227,500,334,3,4
003218.jpg,person,242,251,81,100,500,334,3,4
003218.jpg,person,227,238,73,91,500,334,3,4
003218.jpg,person,213,233,77,116,500,334,3,4
003218.jpg,person,199,211,87,100,500,334,3,4
003218.jpg,person,154,171,82,160,500,334,3,4
003218.jpg,person,109,135,84,157,500,334,3,4
003218.jpg,person,96,111,78,102,500,334,3,4
003218.jpg,person,1,17,97,137,500,334,3,4
003219.jpg,diningtable,14,334,162,500,334,500,3,10
003219.jpg,bottle,104,120,126,185,334,500,3,13
003219.jpg,chair,251,318,123,223,334,500,3,1
003219.jpg,chair,1,20,192,288,334,500,3,1
003219.jpg,chair,1,14,322,468,334,500,3,1
003223.jpg,boat,136,230,230,299,375,500,3,16
003228.jpg,car,305,394,104,183,500,333,3,2
003228.jpg,person,453,482,112,175,500,333,3,4
003228.jpg,dog,11,80,227,325,500,333,3,7
003228.jpg,bus,2,217,37,200,500,333,3,20
003228.jpg,bus,205,295,84,162,500,333,3,20
003228.jpg,person,403,414,122,143,500,333,3,4
003228.jpg,person,302,312,119,140,500,333,3,4
003228.jpg,person,293,302,125,146,500,333,3,4
003229.jpg,aeroplane,347,433,161,225,500,375,3,9
003231.jpg,car,38,167,270,366,375,500,3,2
003233.jpg,aeroplane,1,498,78,344,500,375,3,9
003236.jpg,person,309,376,267,340,500,375,3,4
003236.jpg,person,2,49,145,192,500,375,3,4
003236.jpg,sofa,243,500,1,282,500,375,3,17
003239.jpg,chair,316,448,160,288,500,375,3,1
003239.jpg,pottedplant,83,135,241,328,500,375,3,15
003240.jpg,car,184,374,141,278,374,500,3,2
003240.jpg,car,1,130,412,500,374,500,3,2
003240.jpg,bicycle,49,111,339,416,374,500,3,5
003240.jpg,car,4,145,1,31,374,500,3,2
003242.jpg,bird,181,272,148,251,500,375,3,12
003243.jpg,car,153,223,195,227,500,375,3,2
003243.jpg,car,364,426,200,230,500,375,3,2
003244.jpg,train,1,498,142,245,500,375,3,8
003247.jpg,person,261,380,14,332,500,375,3,4
003247.jpg,person,158,265,29,335,500,375,3,4
003247.jpg,bottle,348,365,142,178,500,375,3,13
003247.jpg,bottle,340,350,146,181,500,375,3,13
003247.jpg,bottle,374,386,147,177,500,375,3,13
003247.jpg,bottle,85,97,163,189,500,375,3,13
003247.jpg,bottle,155,166,159,186,500,375,3,13
003250.jpg,bird,174,355,24,333,500,333,3,12
003253.jpg,dog,8,249,126,405,500,430,3,7
003253.jpg,dog,313,500,19,304,500,430,3,7
003253.jpg,person,1,500,1,426,500,430,3,4
003254.jpg,bird,210,301,132,205,500,375,3,12
003255.jpg,sofa,33,500,103,375,500,375,3,17
003256.jpg,car,157,327,86,154,500,375,3,2
003256.jpg,bird,244,273,227,266,500,375,3,12
003258.jpg,sofa,200,500,198,333,500,333,3,17
003258.jpg,tvmonitor,212,256,130,169,500,333,3,11
003259.jpg,bottle,467,500,243,333,500,333,3,13
003259.jpg,diningtable,2,500,274,333,500,333,3,10
003259.jpg,person,97,298,53,298,500,333,3,4
003259.jpg,chair,11,111,177,256,500,333,3,1
003259.jpg,chair,6,71,156,187,500,333,3,1
003259.jpg,chair,104,145,153,180,500,333,3,1
003260.jpg,tvmonitor,261,326,111,198,326,500,3,11
003260.jpg,person,11,112,58,449,326,500,3,4
003260.jpg,person,118,201,76,431,326,500,3,4
003260.jpg,person,187,261,72,425,326,500,3,4
003261.jpg,car,218,239,178,198,500,375,3,2
003261.jpg,person,1,206,1,374,500,375,3,4
003261.jpg,person,291,500,201,375,500,375,3,4
003261.jpg,person,1,205,1,375,500,375,3,4
003262.jpg,bottle,179,339,10,304,500,375,3,13
003269.jpg,bottle,359,500,1,373,500,375,3,13
003269.jpg,bottle,217,357,2,373,500,375,3,13
003269.jpg,bottle,54,220,1,374,500,375,3,13
003269.jpg,bottle,1,53,1,375,500,375,3,13
003270.jpg,bird,118,327,80,305,500,333,3,12
003270.jpg,person,149,287,19,333,500,333,3,4
003271.jpg,car,41,467,78,326,500,375,3,2
003272.jpg,cat,226,434,119,311,500,335,3,6
003273.jpg,bird,141,305,104,284,375,500,3,12
003274.jpg,dog,148,298,77,239,500,375,3,7
003279.jpg,sofa,174,500,85,270,500,400,3,17
003280.jpg,person,107,494,59,333,500,333,3,4
003282.jpg,person,137,334,179,443,334,500,3,4
003282.jpg,person,2,334,19,500,334,500,3,4
003284.jpg,boat,324,445,221,314,500,375,3,16
003284.jpg,pottedplant,336,441,186,227,500,375,3,15
003284.jpg,chair,61,176,255,375,500,375,3,1
003284.jpg,diningtable,1,117,278,375,500,375,3,10
003284.jpg,person,61,233,172,372,500,375,3,4
003284.jpg,sofa,443,500,262,375,500,375,3,17
003284.jpg,dog,345,443,303,375,500,375,3,7
003285.jpg,car,27,193,118,259,500,281,3,2
003285.jpg,car,231,330,131,162,500,281,3,2
003285.jpg,car,249,426,138,189,500,281,3,2
003290.jpg,horse,238,403,76,285,500,332,3,3
003290.jpg,horse,121,248,129,246,500,332,3,3
003290.jpg,person,181,230,90,202,500,332,3,4
003290.jpg,person,312,404,24,218,500,332,3,4
003290.jpg,horse,237,295,155,262,500,332,3,3
003290.jpg,person,286,314,80,106,500,332,3,4
003292.jpg,person,18,48,114,171,360,240,3,4
003292.jpg,person,46,74,128,201,360,240,3,4
003292.jpg,person,269,305,137,221,360,240,3,4
003292.jpg,person,126,231,44,240,360,240,3,4
003293.jpg,dog,2,333,86,500,333,500,3,7
003294.jpg,horse,27,332,72,500,332,500,3,3
003296.jpg,person,2,252,58,374,500,374,3,4
003296.jpg,person,218,500,58,374,500,374,3,4
003299.jpg,aeroplane,2,499,3,260,500,335,3,9
003300.jpg,sofa,330,450,186,291,500,375,3,17
003300.jpg,sofa,85,173,178,234,500,375,3,17
003300.jpg,sofa,82,195,219,333,500,375,3,17
003300.jpg,diningtable,227,471,274,375,500,375,3,10
003300.jpg,chair,408,481,241,314,500,375,3,1
003300.jpg,chair,216,273,237,293,500,375,3,1
003300.jpg,chair,193,268,280,375,500,375,3,1
003300.jpg,tvmonitor,230,279,148,190,500,375,3,11
003301.jpg,person,97,271,41,333,500,333,3,4
003301.jpg,dog,104,236,196,294,500,333,3,7
003301.jpg,chair,96,291,190,333,500,333,3,1
003301.jpg,pottedplant,4,109,110,309,500,333,3,15
003303.jpg,person,197,282,175,308,332,500,3,4
003303.jpg,person,62,149,162,304,332,500,3,4
003303.jpg,horse,212,260,212,347,332,500,3,3
003303.jpg,horse,78,132,221,339,332,500,3,3
003303.jpg,horse,265,284,230,269,332,500,3,3
003307.jpg,horse,3,308,29,251,338,299,3,3
003308.jpg,cat,174,257,58,104,375,500,3,6
003308.jpg,chair,11,181,277,500,375,500,3,1
003311.jpg,bus,126,401,136,264,500,375,3,20
003311.jpg,person,398,411,207,251,500,375,3,4
003311.jpg,person,410,425,206,250,500,375,3,4
003311.jpg,person,164,178,143,171,500,375,3,4
003311.jpg,person,178,189,153,171,500,375,3,4
003311.jpg,person,236,246,156,170,500,375,3,4
003311.jpg,person,323,337,152,167,500,375,3,4
003313.jpg,car,181,426,106,207,500,333,3,2
003313.jpg,person,340,369,4,87,500,333,3,4
003313.jpg,person,329,357,1,47,500,333,3,4
003313.jpg,person,283,315,1,47,500,333,3,4
003313.jpg,person,285,310,119,146,500,333,3,4
003316.jpg,bird,204,406,112,340,500,403,3,12
003316.jpg,bird,53,131,43,102,500,403,3,12
003316.jpg,bird,175,272,11,81,500,403,3,12
003320.jpg,person,333,490,80,333,500,333,3,4
003320.jpg,person,207,362,83,333,500,333,3,4
003320.jpg,person,1,185,71,333,500,333,3,4
003320.jpg,person,210,236,159,211,500,333,3,4
003320.jpg,person,180,196,166,206,500,333,3,4
003320.jpg,person,10,53,162,220,500,333,3,4
003320.jpg,person,288,323,136,181,500,333,3,4
003325.jpg,dog,23,217,12,374,500,375,3,7
003325.jpg,dog,332,500,128,375,500,375,3,7
003327.jpg,motorbike,90,325,35,476,375,500,3,14
003327.jpg,person,291,375,2,264,375,500,3,4
003327.jpg,person,133,195,1,90,375,500,3,4
003327.jpg,person,212,233,1,41,375,500,3,4
003330.jpg,bird,268,375,96,247,500,333,3,12
003330.jpg,bird,166,238,70,146,500,333,3,12
003331.jpg,car,161,313,140,226,500,333,3,2
003331.jpg,car,438,500,134,179,500,333,3,2
003331.jpg,car,101,190,145,181,500,333,3,2
003331.jpg,car,280,351,139,171,500,333,3,2
003331.jpg,car,422,480,121,153,500,333,3,2
003331.jpg,person,346,358,119,153,500,333,3,4
003331.jpg,person,337,348,118,150,500,333,3,4
003331.jpg,person,210,229,153,168,500,333,3,4
003331.jpg,person,254,277,150,166,500,333,3,4
003335.jpg,chair,39,116,167,276,500,375,3,1
003335.jpg,chair,390,500,163,284,500,375,3,1
003335.jpg,chair,135,195,172,259,500,375,3,1
003335.jpg,person,187,380,59,350,500,375,3,4
003335.jpg,person,125,216,82,244,500,375,3,4
003335.jpg,person,135,288,184,296,500,375,3,4
003335.jpg,chair,438,500,182,319,500,375,3,1
003336.jpg,motorbike,3,242,61,375,500,375,3,14
003336.jpg,motorbike,291,419,21,91,500,375,3,14
003336.jpg,motorbike,144,247,29,89,500,375,3,14
003337.jpg,boat,71,365,146,210,500,375,3,16
003337.jpg,boat,227,294,179,216,500,375,3,16
003338.jpg,bird,196,334,75,285,500,329,3,12
003339.jpg,dog,21,314,24,288,432,288,3,7
003343.jpg,dog,167,407,82,333,500,375,3,7
003344.jpg,car,139,415,133,277,500,333,3,2
003344.jpg,car,116,176,117,154,500,333,3,2
003344.jpg,person,59,119,89,278,500,333,3,4
003344.jpg,car,213,257,90,103,500,333,3,2
003344.jpg,car,245,291,89,103,500,333,3,2
003344.jpg,car,291,338,89,107,500,333,3,2
003344.jpg,car,323,358,89,107,500,333,3,2
003344.jpg,car,341,386,90,107,500,333,3,2
003344.jpg,car,380,437,86,112,500,333,3,2
003344.jpg,car,405,451,90,111,500,333,3,2
003344.jpg,car,436,493,87,115,500,333,3,2
003344.jpg,car,473,500,89,116,500,333,3,2
003349.jpg,bird,88,327,55,289,500,333,3,12
003350.jpg,diningtable,1,472,1,332,500,334,3,10
